"보안등위치명",설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치년도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
"월산동 329",1,,광주광역시 남구 월산동 1032-24,35.1382399388,126.8921504848,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 330",1,,광주광역시 남구 월산동 1047-4,35.1368923112,126.8930651841,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 331",1,,광주광역시 남구 월산동 1047-48,35.1371270131,126.8934598927,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 332",1,,광주광역시 남구 월산동 1047-44,35.1369792978,126.8935829786,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 333",1,,광주광역시 남구 월산동 1047-6,35.1368239122,126.8931837778,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 334",1,,광주광역시 남구 월산동 1047-6,35.1368239122,126.8931837778,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 335",1,,광주광역시 남구 월산동 1047-6,35.1368239122,126.8931837778,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 336",1,,광주광역시 남구 월산동 1047-14,35.1365967614,126.8931752964,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 337",1,,광주광역시 남구 월산동 1047-18,35.1364778629,126.8932676212,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 338",1,,광주광역시 남구 월산동 1047-29,35.1364962027,126.8936231085,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 339",1,,광주광역시 남구 월산동 1047-18,35.1364778629,126.8932676212,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 340",1,,광주광역시 남구 월산동 1047-33,35.1365720441,126.8937678479,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 341",1,,광주광역시 남구 월산동 1047-40,35.1367847308,126.8937280702,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 342",1,,광주광역시 남구 월산동 1047-43,35.1368928210,126.8936445378,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 343",1,,광주광역시 남구 월산동 1047-45,35.1370226902,126.8937277610,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 344",1,,광주광역시 남구 월산동 1047-38,35.1368172952,126.8938596992,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 345",1,,광주광역시 남구 월산동 1047-36,35.1365650714,126.8940399768,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 346",1,,광주광역시 남구 월산동 1047-28,35.1363989057,126.8936802923,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 347",1,,광주광역시 남구 월산동 1048-149,35.1367099317,126.8947771476,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 348",1,,광주광역시 남구 월산동 1048-27,35.1371351455,126.8945132568,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 349",1,,광주광역시 남구 월산동 1048-31,35.1373585416,126.8943505730,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 350",1,,광주광역시 남구 월산동 1053-23,35.1370214967,126.8965148127,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 351",1,,광주광역시 남구 월산동 1053-12,35.1373313775,126.8962949669,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 352",1,,광주광역시 남구 월산동 1050-23,35.1375763072,126.8960137549,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 353",1,,광주광역시 남구 월산동 1048-98,35.1374569803,126.8956101114,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 354",1,,광주광역시 남구 월산동 1048-97,35.1375146296,126.8955661470,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 355",1,,광주광역시 남구 월산동 1050-20,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 356",1,,광주광역시 남구 월산동 1048-71,35.1376908262,126.8950216746,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 357",1,,광주광역시 남구 월산동 1048-63,35.1374602296,126.8951975338,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 358",1,,광주광역시 남구 월산동 1048-58,35.1372764733,126.8953382195,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 359",1,,광주광역시 남구 월산동 1048-56,35.1370671221,126.8950663659,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 360",1,,광주광역시 남구 월산동 1048-52,35.1372436673,126.8949256892,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 361",1,,광주광역시 남구 월산동 1042-3,35.1380363463,126.8943277517,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 362",1,,광주광역시 남구 월산동 1048-41,35.1375210999,126.8947102677,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 363",1,,광주광역시 남구 월산동 1048-32,35.1374090906,126.8944339001,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 364",1,,광주광역시 남구 월산동 1048-28,35.1371820964,126.8946053666,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 365",1,,광주광역시 남구 월산동 1048-142,35.1368218681,126.8949701216,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 366",1,,광주광역시 남구 월산동 1048-139,35.1368257318,126.8952685717,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 367",1,,광주광역시 남구 월산동 1048-140,35.1367679346,126.8951413635,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 368",1,,광주광역시 남구 월산동 1048-165,35.1365912791,126.8951547571,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 369",1,,광주광역시 남구 월산동 1048-157,35.1364396109,126.8948784430,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 370",1,,광주광역시 남구 월산동 1048-181,35.1362487389,126.8951288621,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 371",1,,광주광역시 남구 월산동 1048-74,35.1377484715,126.8949733206,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 372",1,,광주광역시 남구 월산동 1048-125,35.1366025727,126.8957077607,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 373",1,,광주광역시 남구 월산동 1048-120,35.1366065061,126.8960896016,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 374",1,,광주광역시 남구 월산동 1048-116,35.1367506336,126.8959840815,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 375",1,,광주광역시 남구 월산동 1048-135,35.1369630153,126.8955887967,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 376",1,,광주광역시 남구 월산동 1053-14,35.1371581469,126.8960976788,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 377",1,,광주광역시 남구 월산동 1053-27,35.1369745472,126.8964227020,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 378",1,,광주광역시 남구 월산동 1048-118,35.1367724168,126.8961596155,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 379",1,,광주광역시 남구 월산동 1002-26,35.1421558058,126.8925447489,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 380",1,,광주광역시 남구 월산동 997-26,35.1429809566,126.8919862138,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 381",1,,광주광역시 남구 월산동 1051-5,35.1380565890,126.8968997446,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 382",1,,광주광역시 남구 월산동 1052-12,35.1381938457,126.8971936425,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 383",1,,광주광역시 남구 월산동 1051-4,35.1381574780,126.8968250024,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 384",1,,광주광역시 남구 월산동 1051-3,35.1383376381,126.8966931013,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 385",1,,광주광역시 남구 월산동 1051-2,35.1384817698,126.8965919692,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 386",1,,광주광역시 남구 월산동 1052-7,35.1387197891,126.8966618945,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 387",1,,광주광역시 남구 월산동 110-5,35.1390485706,126.8974690852,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 388",1,,광주광역시 남구 월산동 110-5,35.1390485706,126.8974690852,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 389",1,,광주광역시 남구 월산동 110-5,35.1390485706,126.8974690852,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 390",1,,광주광역시 남구 월산동 1038-13,35.1388853021,126.8962666614,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 391",1,,광주광역시 남구 월산동 1051-15,35.1383122689,126.8965395140,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 392",1,,광주광역시 남구 월산동 1038-10,35.1390760217,126.8958362812,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 393",1,,광주광역시 남구 월산동 1038-23,35.1393571709,126.8957481394,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 394",1,,광주광역시 남구 월산동 1038-15,35.1396417970,126.8955107600,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 395",1,,광주광역시 남구 월산동 1037-6,35.1398694156,126.8960635093,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 396",1,,광주광역시 남구 월산동 1037-6,35.1398694156,126.8960635093,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 397",1,,광주광역시 남구 월산동 138-18,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 398",1,,광주광역시 남구 월산동 1038-40,35.1393861239,126.8958753888,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 399",1,,광주광역시 남구 월산동 1037-25,35.1394873663,126.8962132273,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 400",1,,광주광역시 남구 월산동 1038-43,35.1391483266,126.8960644259,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 401",1,,광주광역시 남구 월산동 1038-13,35.1388853021,126.8962666614,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 402",1,,광주광역시 남구 월산동 1025-6,35.1401894909,126.8951238083,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 403",1,,광주광역시 남구 월산동 1025-9,35.1401752361,126.8953169524,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 404",1,,광주광역시 남구 월산동 1025-11,35.1398833920,126.8955455649,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 405",1,,광주광역시 남구 월산동 1024-26,35.1401289774,126.8960280656,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 406",1,,광주광역시 남구 월산동 1021-27,35.1405399868,126.8960143753,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 407",1,,광주광역시 남구 월산동 1021-32,35.1407669413,126.8957946238,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 408",1,,광주광역시 남구 월산동 1021-36,35.1410841750,126.8957415483,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 409",1,,광주광역시 남구 월산동 1020-16,35.1416215144,126.8958900994,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 410",1,,광주광역시 남구 월산동 1021-1,35.1413473762,126.8957456020,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 411",1,,광주광역시 남구 월산동 615-20,35.1412973144,126.8962284871,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 412",1,,광주광역시 남구 월산동 619-22,35.1411388101,126.8963867022,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 413",1,,광주광역시 남구 월산동 1024-2,35.1408242463,126.8953512356,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 414",1,,광주광역시 남구 월산동 615-20,35.1412973144,126.8962284871,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 415",1,,광주광역시 남구 월산동 614-20,35.1415569364,126.8962632720,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 416",1,,광주광역시 남구 월산동 614-24,35.1415462215,126.8963817967,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 417",1,,광주광역시 남구 월산동 615-28,35.1418345819,126.8962936450,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 418",1,,광주광역시 남구 월산동 613-7,35.1422165144,126.8960078538,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 419",1,,광주광역시 남구 월산동 178-6,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 420",1,,광주광역시 남구 월산동 614-11,35.1418600563,126.8965701395,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 421",1,,광주광역시 남구 월산동 614-4,35.1416910228,126.8970663449,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 422",1,,광주광역시 남구 월산동 614-4,35.1416910228,126.8970663449,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 423",1,,광주광역시 남구 월산동 619-10,35.1411353209,126.8965227742,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 424",1,,광주광역시 남구 월산동 110-6,35.1403636621,126.8964140199,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 425",1,,광주광역시 남구 월산동 110-6,35.1403636621,126.8964140199,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 426",1,,광주광역시 남구 월산동 1020-33,35.1419568358,126.8959072297,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 427",1,,광주광역시 남구 월산동 1020-31,35.1419494362,126.8956877731,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 428",1,,광주광역시 남구 월산동 613-6,35.1423859363,126.8959681342,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 429",1,,광주광역시 남구 월산동 613-2,35.1425553657,126.8959371932,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 430",1,,광주광역시 남구 월산동 1020-63,35.1428002829,126.8956427940,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 431",1,,광주광역시 남구 월산동 1018-40,35.1419311327,126.8953673762,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 432",1,,광주광역시 남구 월산동 1023-1,35.1412525329,126.8944728310,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 433",1,,광주광역시 남구 월산동 1022-39,35.1411808511,126.8949645227,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 434",1,,광주광역시 남구 월산동 1022-42,35.1411230574,126.8948416972,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 435",1,,광주광역시 남구 월산동 1023-8,35.1407625130,126.8948421609,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 436",1,,광주광역시 남구 월산동 1016-6,35.1413460563,126.8942225209,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 437",1,,광주광역시 남구 월산동 1016-6,35.1413460563,126.8942225209,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 438",1,,광주광역시 남구 월산동 1017-23,35.1415410448,126.8945602446,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 439",1,,광주광역시 남구 월산동 1017-23,35.1415410448,126.8945602446,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 440",1,,광주광역시 남구 월산동 1017-21,35.1416927327,126.8948585218,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 441",1,,광주광역시 남구 월산동 1018-39,35.1417577905,126.8950427891,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 442",1,,광주광역시 남구 월산동 1018-39,35.1417577905,126.8950427891,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 443",1,,광주광역시 남구 월산동 1018-28,35.1421581239,126.8951915125,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 444",1,,광주광역시 남구 월산동 1018-10,35.1421003381,126.8950774640,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 445",1,,광주광역시 남구 월산동 1019-21,35.1425006486,126.8951998521,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 446",1,,광주광역시 남구 월산동 1018-6,35.1423129223,126.8949191750,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 447",1,,광주광역시 남구 월산동 1019-33,35.1427997902,126.8950721771,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 448",1,,광주광역시 남구 월산동 1019-16,35.1429257981,126.8948613255,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 449",1,,광주광역시 남구 월산동 980-32,35.1429290754,126.8944838352,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 450",1,,광주광역시 남구 월산동 1018-3,35.1426117238,126.8944008470,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 451",1,,광주광역시 남구 월산동 1018-34,35.1425324423,126.8944448430,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 452",1,,광주광역시 남구 월산동 1017-17,35.1420745702,126.8944673807,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 453",1,,광주광역시 남구 월산동 1018-16,35.1420568444,126.8948141603,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 454",1,,광주광역시 남구 월산동 1017-13,35.1417500612,126.8944458530,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 455",1,,광주광역시 남구 월산동 1017-32,35.1418004034,126.8942921621,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 456",1,,광주광역시 남구 월산동 1017-10,35.1422004352,126.8940941249,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 457",1,,광주광역시 남구 월산동 1016-1,35.1422289675,126.8937385518,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 458",1,,광주광역시 남구 월산동 1016-16,35.1421639848,126.8936420710,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 459",1,,광주광역시 남구 월산동 1000-8,35.1425500211,126.8939312661,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 460",1,,광주광역시 남구 월산동 1000-12,35.1429174568,126.8935664715,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 461",1,,광주광역시 남구 월산동 1000-11,35.1428201099,126.8935665983,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 462",1,,광주광역시 남구 월산동 1000-24,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 463",1,,광주광역시 남구 월산동 1000-21,35.1427483550,126.8939705130,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 464",1,,광주광역시 남구 월산동 1000-5,35.1428420466,126.8939133298,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 465",1,,광주광역시 남구 월산동 1000-4,35.1429213048,126.8938429970,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 466",1,,광주광역시 남구 월산동 1000-19,35.1429752479,126.8936849094,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 467",1,,광주광역시 남구 월산동 1000-28,35.1432672348,126.8936230783,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 468",1,,광주광역시 남구 월산동 981-17,35.1434333199,126.8938906156,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 469",1,,광주광역시 남구 월산동 981-37,35.1436822375,126.8940527008,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 470",1,,광주광역시 남구 월산동 981-10,35.1440176664,126.8941927279,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 471",1,,광주광역시 남구 월산동 981-31,35.1445080907,126.8942886613,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 472",1,,광주광역시 남구 월산동 978-18,35.1449229536,126.8945602726,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 473",1,,광주광역시 남구 월산동 981-25,35.1446380129,126.8944333456,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 474",1,,광주광역시 남구 월산동 979-14,35.1448979901,126.8948763472,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 475",1,,광주광역시 남구 월산동 980-1,35.1447248908,126.8948326751,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 476",1,,광주광역시 남구 월산동 980-39,35.1446203216,126.8948196412,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 477",1,,광주광역시 남구 월산동 981-22,35.1443460982,126.8945785743,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 478",1,,광주광역시 남구 월산동 980-7,35.1439928832,126.8947151021,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 479",1,,광주광역시 남구 월산동 980-62,35.1435636829,126.8945400785,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 480",1,,광주광역시 남구 월산동 980-14,35.1433653072,126.8944525465,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 481",1,,광주광역시 남구 월산동 980-79,35.1430586954,126.8942817565,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 482",1,,광주광역시 남구 월산동 533-169,35.1446787146,126.8956360068,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 483",1,,광주광역시 남구 월산동 589-595,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 484",1,,광주광역시 남구 월산동 589-595,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 485",1,,광주광역시 남구 월산동 603-1,35.1441779090,126.8960448640,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 486",1,,광주광역시 남구 월산동 603-8,35.1439832980,126.8961416789,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 487",1,,광주광역시 남구 월산동 530-3,35.1445775654,126.8954078840,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 488",1,,광주광역시 남구 월산동 592,35.1442856760,126.8955838352,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 489",1,,광주광역시 남구 월산동 593-2,35.1442350257,126.8953819855,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 490",1,,광주광역시 남구 월산동 528-4,35.1442058481,126.8949957521,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 491",1,,광주광역시 남구 월산동 1019-4,35.1438707926,126.8952858843,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 492",1,,광주광역시 남구 월산동 980-33,35.1436542040,126.8949832923,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 493",1,,광주광역시 남구 월산동 980-27,35.1432862737,126.8947818529,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 494",1,,광주광역시 남구 월산동 1019-48,35.1432468042,126.8950013732,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 495",1,,광주광역시 남구 월산동 1019-44,35.1431062338,126.8950498369,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 496",1,,광주광역시 남구 월산동 1019-46,35.1430195472,126.8948699837,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 497",1,,광주광역시 남구 월산동 1020-40,35.1429084538,126.8956514346,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 498",1,,광주광역시 남구 월산동 1020-35,35.1432367756,126.8959143790,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 499",1,,광주광역시 남구 월산동 1020-59,35.1433845157,126.8958176241,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 500",1,,광주광역시 남구 월산동 1020-27,35.1434279356,126.8959975342,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 501",1,,광주광역시 남구 월산동 1020-57,35.1437234424,126.8958347499,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 502",1,,광주광역시 남구 월산동 1020-55,35.1436623534,126.8960718560,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 503",1,,광주광역시 남구 월산동 1020-50,35.1437957510,126.8960672970,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 504",1,,광주광역시 남구 월산동 1019-2,35.1439539489,126.8955535329,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 505",1,,광주광역시 남구 월산동 582-1,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 506",1,,광주광역시 남구 월산동 582-6,35.1448554719,126.8957411286,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 507",1,,광주광역시 남구 월산동 582-5,35.1448553888,126.8956445602,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 508",1,,광주광역시 남구 월산동 530-2,35.1449018086,126.8951221531,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 509",1,,광주광역시 남구 월산동 531-6,35.1449018086,126.8951221531,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 510",1,,광주광역시 남구 월산동 533-162,35.1450968739,126.8955520727,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 511",1,,광주광역시 남구 월산동 533-111,35.1453561435,126.8951786337,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 512",1,,광주광역시 남구 월산동 533-119,35.1455763409,126.8954856174,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 513",1,,광주광역시 남구 월산동 580,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 514",1,,광주광역시 남구 월산동 569-37,35.1460847459,126.8955288629,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 515",1,,광주광역시 남구 월산동 169-14,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 516",1,,광주광역시 남구 월산동 569-34,35.1463299159,126.8955285496,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 517",1,,광주광역시 남구 월산동 569-39,35.1464523380,126.8953396420,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 518",1,,광주광역시 남구 월산동 940-17,35.1466828470,126.8950628037,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 519",1,,광주광역시 남구 월산동 942-6,35.1464447053,126.8948524105,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 520",1,,광주광역시 남구 월산동 941-5,35.1460627188,126.8950723788,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 521",1,,광주광역시 남구 월산동 942-24,35.1458389265,126.8947785676,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 522",1,,광주광역시 남구 월산동 979-7,35.1455471179,126.8950467035,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 523",1,,광주광역시 남구 월산동 978-1,35.1455360427,126.8947482309,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 524",1,,광주광역시 남구 월산동 979-1,35.1455325973,126.8949325948,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 525",1,,광주광역시 남구 월산동 979-16,35.1453524127,126.8950337849,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 526",1,,광주광역시 남구 월산동 978-17,35.1450131927,126.8946786722,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 527",1,,광주광역시 남구 월산동 978-4,35.1449407935,126.8943451650,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 528",1,,광주광역시 남구 월산동 977-17,35.1453156100,126.8941734901,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 529",1,,광주광역시 남구 월산동 977-1,35.1455427796,126.8942039226,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 530",1,,광주광역시 남구 월산동 942-22,35.1458386669,126.8944800800,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 531",1,,광주광역시 남구 월산동 943-28,35.1458492536,126.8942166946,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 532",1,,광주광역시 남구 월산동 942-20,35.1459720950,126.8945106345,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 533",1,,광주광역시 남구 월산동 942-12,35.1462101877,126.8946639615,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 534",1,,광주광역시 남구 월산동 943-13,35.1462963895,126.8942863489,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 535",1,,광주광역시 남구 월산동 942-4,35.1464624769,126.8945582869,,,062-607-3832,광주광역시 남구청,2020-03-18
