"보안등위치명",설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치년도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
"오포읍 고산리 85",1,,경기도 광주시 오포읍 고산리 85,37.37608898,127.2416463,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"오포읍 고산리 85",1,,경기도 광주시 오포읍 고산리 85,37.37608898,127.2416463,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"오향길34번길119-29",1,경기도 광주시 곤지암읍 오향길34번길 119-29,경기도 광주시 곤지암읍 오향리 145-3,37.37570538,127.3810701,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"오포읍 고산리 96-2",1,,경기도 광주시 오포읍 고산리 96-2,37.37608629,127.2429786,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"새말길167번길 41-10",1,경기도 광주시 오포읍 새말길167번길 41-10,경기도 광주시 오포읍 신현리 556-1,37.37643831,127.1617441,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"새말길167번길 41-10",1,경기도 광주시 오포읍 새말길167번길 41-10,경기도 광주시 오포읍 신현리 556-1,37.37643831,127.1617441,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"새말길167번길 41-3",1,경기도 광주시 오포읍 새말길167번길 41-3,경기도 광주시 오포읍 신현리 555,37.37630707,127.1622989,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"만삼로244번길69",1,경기도 광주시 곤지암읍 만삼로244번길 69,경기도 광주시 곤지암읍 삼합리 204,37.37572049,127.4364983,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"만삼로244번길69",1,경기도 광주시 곤지암읍 만삼로244번길 69,경기도 광주시 곤지암읍 삼합리 204,37.37572049,127.4364983,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"오포읍 고산리 105-3",1,,경기도 광주시 오포읍 고산리 105-3,37.37608702,127.2426173,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"경충대로1112",1,경기도 광주시 초월읍 경충대로 1112,경기도 광주시 초월읍 쌍동리 253-39,37.3761351,127.2965747,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"경충대로1112",1,경기도 광주시 초월읍 경충대로 1112,경기도 광주시 초월읍 쌍동리 253-39,37.3761351,127.2965747,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"경충대로1112",1,경기도 광주시 초월읍 경충대로 1112,경기도 광주시 초월읍 쌍동리 253-39,37.3761351,127.2965747,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"연곡길42번길78",1,경기도 광주시 곤지암읍 연곡길42번길 78,경기도 광주시 곤지암읍 연곡리 104-15,37.37583143,127.3897407,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"오포읍 고산리 105-1",1,경기도 광주시 오포읍 세피내길 84,경기도 광주시 오포읍 고산리 105-1,37.37614174,127.2423524,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"세피내길 84",1,경기도 광주시 오포읍 세피내길 84,경기도 광주시 오포읍 고산리 105-1,37.37617034,127.2423656,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"목동 142-57",1,,경기도 광주시 목동 142-57,37.37622896,127.205236,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"목동 142-57",1,,경기도 광주시 목동 142-57,37.37622896,127.205236,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"오포읍 고산리 524",1,경기도 광주시 오포읍 고산길 160-39,경기도 광주시 오포읍 고산리 524,37.37622816,127.2159503,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"만삼로178-30",1,경기도 광주시 곤지암읍 만삼로 178-30,경기도 광주시 곤지암읍 유사리 143-1,37.37576789,127.4238631,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"지월로100번길29-32",1,경기도 광주시 초월읍 지월로100번길 29-32,경기도 광주시 초월읍 지월리 159,37.40922033,127.2991578,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"지월로16번길43-1",1,경기도 광주시 초월읍 지월로16번길 43-1,경기도 광주시 초월읍 지월리 620-3,37.40933959,127.2919385,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"경안로 42번길 29-3",1,경기도 광주시 경안로42번길 29-3,경기도 광주시 경안동 46-19,37.40943634,127.2533952,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"산수로532번길29-29",1,경기도 광주시 초월읍 산수로532번길 29-29,경기도 광주시 초월읍 신월리 287-3,37.40935448,127.3112774,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"경안로 42번길 33",1,경기도 광주시 경안로42번길 33,경기도 광주시 경안동 46-24,37.40950636,127.2530669,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"경안로 42번길 33",1,경기도 광주시 경안로42번길 33,경기도 광주시 경안동 46-24,37.40950636,127.2530669,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"문화로 85번길 19-24",1,경기도 광주시 문화로85번길19-24,경기도 광주시 경안동 163-4 태영파크빌,37.40968159,127.2494278,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"경안동 214",1,경기도 광주시 경안로 143,경기도 광주시 경안동 214,37.40947678,127.2477839,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"지월로100번길75-1",1,경기도 광주시 초월읍 지월로100번길 75-1,경기도 광주시 초월읍 지월리 160-7,37.40945186,127.2986926,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"경안로 42번길 29",1,경기도 광주시 경안로42번길 29,경기도 광주시 경안동 46-18,37.40953524,127.2533603,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"삼동 226-4",1,,경기도 광주시 삼동 226-4,37.4096141,127.2035976,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"삼동 226-4",1,,경기도 광주시 삼동 226-4,37.4096141,127.2035976,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"경안로 42번길 8",1,경기도 광주시 경안로42번길 8,경기도 광주시 경안동 36-14,37.40960345,127.2556076,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"경안로 42번길 8",1,경기도 광주시 경안로42번길 8,경기도 광주시 경안동 36-14,37.40960345,127.2556076,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"경안로 42번길 8",1,경기도 광주시 경안로42번길 8,경기도 광주시 경안동 36-14,37.40960345,127.2556076,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"경안로 42번길 8",1,경기도 광주시 경안로42번길 8,경기도 광주시 경안동 36-14,37.40960345,127.2556076,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"경안로 42번길 8",1,경기도 광주시 경안로42번길 8,경기도 광주시 경안동 36-14,37.40960345,127.2556076,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"탄벌동 531",1,,경기도 광주시 탄벌동 531,37.40961127,127.2392564,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"탄벌동 531",1,,경기도 광주시 탄벌동 531,37.40961127,127.2392564,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"탄벌동 531",1,,경기도 광주시 탄벌동 531,37.40961127,127.2392564,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"텃골길 47번길 8",1,경기도 광주시 텃골길47번길 8,경기도 광주시 중대동 202,37.40977565,127.2152786,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"텃골길 47번길 8",1,경기도 광주시 텃골길47번길 8,경기도 광주시 중대동 202,37.40977565,127.2152786,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"중앙로 123번길 19",1,경기도 광주시 중앙로123번길 19,경기도 광주시 경안동 36-59,37.40969774,127.2562731,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"경안동 30-4",1,경기도 광주시 경안로 17,경기도 광주시 경안동 30-4,37.40961554,127.2588423,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"초월읍 신월리 429-2",1,경기도 광주시 초월읍 산수로554번길 12,경기도 광주시 초월읍 신월리 429-2,37.40953481,127.308055,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"경안동 219-14",1,경기도 광주시 경안로 147,경기도 광주시 경안동 219-14,37.4097285,127.2480558,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"텃골길 47번길 12",1,경기도 광주시 텃골길47번길 12,경기도 광주시 중대동 201 골든빌,37.40990022,127.2150401,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"삼동 228-3",1,,경기도 광주시 삼동 228-3,37.40977673,127.2033382,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"삼동 228-3",1,,경기도 광주시 삼동 228-3,37.40977673,127.2033382,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"삼동 228-3",1,,경기도 광주시 삼동 228-3,37.40977673,127.2033382,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"경안동 163-6",1,경기도 광주시 경안로98번길 31-6,경기도 광주시 경안동 163-6,37.40981262,127.250925,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"경안동 163-6",1,경기도 광주시 경안로98번길 31-6,경기도 광주시 경안동 163-6,37.40981262,127.250925,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"중앙로 123번길 17",1,경기도 광주시 중앙로123번길 17,경기도 광주시 경안동 36-55,37.4098971,127.2564519,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"경안로 42번길 24",1,경기도 광주시 경안로42번길 24,경기도 광주시 경안동 47-5,37.40989921,127.2539215,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"경안로 42번길 24",1,경기도 광주시 경안로42번길 24,경기도 광주시 경안동 47-5,37.40989921,127.2539215,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"산수로554번길19",1,경기도 광주시 초월읍 산수로554번길 19,경기도 광주시 초월읍 신월리 424,37.40999001,127.309001,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"산수로554번길19",1,경기도 광주시 초월읍 산수로554번길 19,경기도 광주시 초월읍 신월리 424,37.40999001,127.309001,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"경안동 163-14",1,경기도 광주시 문화로85번길 19-21,경기도 광주시 경안동 163-14,37.40983267,127.2499537,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"경안동 163-14",1,경기도 광주시 문화로85번길 19-21,경기도 광주시 경안동 163-14,37.40983267,127.2499537,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"경안동 163-14",1,경기도 광주시 문화로85번길 19-21,경기도 광주시 경안동 163-14,37.40983267,127.2499537,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"경안로 42번길 18",1,경기도 광주시 경안로42번길 18,경기도 광주시 경안동 47-3,37.40992206,127.2546894,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"경안로 42번길 18",1,경기도 광주시 경안로42번길 18,경기도 광주시 경안동 47-3,37.40992206,127.2546894,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"목동길 30",1,경기도 광주시 목동길 30,경기도 광주시 목동 329-1,37.38389699,127.1991854,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"선장동길16번길44",1,경기도 광주시 초월읍 선장동길16번길 44,경기도 광주시 초월읍 선동리 352-22,37.38359083,127.3172378,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"목동길 36번길 29-8",1,경기도 광주시 목동길36번길 29-8,경기도 광주시 목동 412-7,37.38382741,127.1942401,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"용수길31-44",1,경기도 광주시 초월읍 용수길 31-44,경기도 광주시 초월읍 용수리 220-9,37.38361494,127.3043418,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"오포읍 양벌리 173-20",1,,경기도 광주시 오포읍 양벌리 173-20,37.3836193,127.2514259,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"무들로167",1,경기도 광주시 초월읍 무들로 167,경기도 광주시 초월읍 용수리 226-3,37.38383576,127.3035832,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"무들로167",1,경기도 광주시 초월읍 무들로 167,경기도 광주시 초월읍 용수리 226-3,37.38383576,127.3035832,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"목동길 5",1,경기도 광주시 목동길 5,경기도 광주시 목동 292-1,37.38383099,127.2014219,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"장지동 224",1,경기도 광주시 포은대로 641,경기도 광주시 장지동 224,37.38370101,127.2423931,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"장지동 224",1,경기도 광주시 포은대로 641,경기도 광주시 장지동 224,37.38370101,127.2423931,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"무들로8번길 26-10",1,경기도 광주시 무들로8번길26-10,경기도 광주시 초월읍 대쌍령리 274-46 대성팰리스,37.38381499,127.2924717,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"목동 44-9",1,,경기도 광주시 목동 44-9,37.38377977,127.2153168,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"산수로226번길36",1,경기도 광주시 초월읍 산수로226번길 36,경기도 광주시 초월읍 선동리 340,37.38369139,127.3190549,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"장심길165번길19-14",1,경기도 광주시 곤지암읍 장심길165번길 19-14,경기도 광주시 곤지암읍 장심리 186-1,37.38340438,127.3904699,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"광여로797",1,경기도 광주시 곤지암읍 광여로 797,경기도 광주시 곤지암읍 건업리 산129,37.3836629,127.4040977,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"목동길 34번길 5",1,경기도 광주시 목동길34번길 5,경기도 광주시 목동 402,37.38396822,127.1977279,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"목동길 3-9",1,경기도 광주시 목동길 3-9,경기도 광주시 목동 286-3,37.38388878,127.2019746,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"진새골길 43",1,경기도 광주시 진새골길43,경기도 광주시 초월읍 대쌍령리 298-4 청우리치빌,37.38380725,127.285177,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"목동길 4-23",1,경기도 광주시 목동길 4-23,경기도 광주시 목동 319-2,37.38394088,127.200348,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"목동 31-2",1,경기도 광주시 광남안로 148-11,경기도 광주시 목동 31-2,37.38386409,127.2135104,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"목동길 36번길 26",1,경기도 광주시 목동길36번길 26,경기도 광주시 목동 414,37.38398849,127.1954015,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"장심길165번길19-5",1,경기도 광주시 곤지암읍 장심길165번길 19-5,경기도 광주시 곤지암읍 장심리 188,37.38354482,127.3914964,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"목동길 4-1",1,경기도 광주시 목동길 4-1,경기도 광주시 목동 318-2,37.38397287,127.2010817,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"목동 38-1",1,경기도 광주시 광남안로 135,경기도 광주시 목동 38-1,37.38392543,127.2144817,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"목동 38-1",1,경기도 광주시 광남안로 135,경기도 광주시 목동 38-1,37.38392543,127.2144817,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"목동길 36번길 32",1,경기도 광주시 목동길36번길 32,경기도 광주시 목동 420-7,37.38410324,127.1950502,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"태전동 14-3",1,경기도 광주시 회안대로 350-2,경기도 광주시 태전동 14-3,37.38389409,127.2359464,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"회안대로 350-2 영주빌딩",1,경기도 광주시 회안대로 350-2,경기도 광주시 태전동 14-3,37.38395088,127.2359976,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"목동길 36번길 14",1,경기도 광주시 목동길36번길 14,경기도 광주시 목동 407,37.38406961,127.1967331,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"목동길 36번길 14",1,경기도 광주시 목동길36번길 14,경기도 광주시 목동 407,37.38406961,127.1967331,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"진새골길 50",1,경기도 광주시 초월읍 진새골길 50,경기도 광주시 초월읍 대쌍령리 314-2,37.38393702,127.2842836,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"경충대로1213",1,경기도 광주시 초월읍 경충대로 1213,경기도 광주시 초월읍 대쌍령리 269,37.38380425,127.2906763,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"경충대로1213",1,경기도 광주시 초월읍 경충대로 1213,경기도 광주시 초월읍 대쌍령리 269,37.38380425,127.2906763,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"동막골길178-39",1,경기도 광주시 초월읍 동막골길 178-39,경기도 광주시 초월읍 학동리 149-19,37.38382718,127.3350324,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"목동길 32",1,경기도 광주시 목동길 32,경기도 광주시 목동 330-1,37.38385789,127.1987341,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"진새골길 41-33",1,경기도 광주시 진새골길41-33,경기도 광주시 초월읍 대쌍령리 291 늘봄타운,37.38380736,127.2866901,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"목동 471-1",1,경기도 광주시 목동길36번길 61-31,경기도 광주시 목동 471-1,37.38400302,127.1898216,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"목동길 36번길 61-31",1,경기도 광주시 목동길36번길 61-31,경기도 광주시 목동 471-1,37.38409463,127.189822,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"목동길36번길 61-31",1,경기도 광주시 목동길36번길 61-31,경기도 광주시 목동 471-1,37.38409463,127.189822,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"목동길 36번길 61-31",1,경기도 광주시 목동길36번길 61-31,경기도 광주시 목동 471-1,37.38409463,127.189822,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"목동길 36번길 61-31",1,경기도 광주시 목동길36번길 61-31,경기도 광주시 목동 471-1,37.38409463,127.189822,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"목동길 36번길 61-31",1,경기도 광주시 목동길36번길 61-31,경기도 광주시 목동 471-1,37.38409463,127.189822,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"용수길32번길24-19",1,경기도 광주시 초월읍 용수길32번길 24-19,경기도 광주시 초월읍 용수리 142-2,37.38394751,127.3072747,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"용수길32번길28",1,경기도 광주시 초월읍 용수길32번길 28,경기도 광주시 초월읍 용수리 142-4,37.38391724,127.3067217,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"용수길32번길15",1,경기도 광주시 초월읍 용수길32번길 15,경기도 광주시 초월읍 용수리 205-3,37.38389519,127.306033,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"태봉로 42번길 34",1,경기도 광주시 태봉로42번길 34,경기도 광주시 태전동 244-22,37.39117995,127.2266412,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"태봉로 42번길 34",1,경기도 광주시 태봉로42번길 34,경기도 광주시 태전동 244-22,37.39117995,127.2266412,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"오포읍 양벌리 1048",1,,경기도 광주시 오포읍 양벌리 1048,37.39108732,127.2520603,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"태전동 527",1,경기도 광주시 옥토골길 50,경기도 광주시 태전동 527,37.39117209,127.2180591,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"광여로928",1,경기도 광주시 곤지암읍 광여로 928,경기도 광주시 곤지암읍 건업리 204-3,37.39094889,127.4141704,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"장심길251-13",1,경기도 광주시 곤지암읍 장심길 251-13,경기도 광주시 곤지암읍 장심리 28,37.39088506,127.3890317,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"태전동 261-50",1,경기도 광주시 고불로 73-57,경기도 광주시 태전동 261-50,37.39119474,127.2300405,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"태전동 261-50",1,경기도 광주시 고불로 73-57,경기도 광주시 태전동 261-50,37.39119474,127.2300405,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"고불로 73-57",1,경기도 광주시 고불로 73-57,경기도 광주시 태전동 261-50,37.39130999,127.2300053,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"광남안로 29-2",1,경기도 광주시 광남안로 29-2,경기도 광주시 태전동 307-2,37.39130915,127.2216031,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"태봉로 13번길 15",1,경기도 광주시 태봉로13번길 15,경기도 광주시 장지동 690-12,37.39123572,127.2324455,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"태봉로 13번길 15",1,경기도 광주시 태봉로13번길 15,경기도 광주시 장지동 690-12,37.39123572,127.2324455,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"태봉로 13번길 15",1,경기도 광주시 태봉로13번길 15,경기도 광주시 장지동 690-12,37.39123572,127.2324455,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"경충대로1284번길64-25",1,경기도 광주시 초월읍 경충대로1284번길 64-25,경기도 광주시 초월읍 대쌍령리 127,37.39133901,127.2939709,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"선장동길45-22",1,경기도 광주시 초월읍 선장동길 45-22,경기도 광주시 초월읍 선동리 403,37.39109206,127.321101,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"선장동길45-22",1,경기도 광주시 초월읍 선장동길 45-22,경기도 광주시 초월읍 선동리 403,37.39109206,127.321101,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"태봉로 1번길 33",1,경기도 광주시 태봉로1번길 33,경기도 광주시 장지동 692-85,37.39131343,127.2333143,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"태봉로 1번길 33",1,경기도 광주시 태봉로1번길 33,경기도 광주시 장지동 692-85,37.39131343,127.2333143,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"용수길121-38",1,경기도 광주시 초월읍 용수길 121-38,경기도 광주시 초월읍 용수리 49-2,37.39125238,127.3036954,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"용수길123",1,경기도 광주시 초월읍 용수길 123,경기도 광주시 초월읍 용수리 21-2,37.39128028,127.3053778,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"태전동 306-1",1,경기도 광주시 광남안로 29-2,경기도 광주시 태전동 306-1,37.39130967,127.2216505,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"경충대로1284번길49-15",1,경기도 광주시 초월읍 경충대로1284번길 49-15,경기도 광주시 초월읍 대쌍령리 154-11,37.39131003,127.2906283,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"경충대로1284번길49-15",1,경기도 광주시 초월읍 경충대로1284번길 49-15,경기도 광주시 초월읍 대쌍령리 154-11,37.39131003,127.2906283,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"선장동길126",1,경기도 광주시 초월읍 선장동길 126,경기도 광주시 초월읍 선동리 14,37.39107336,127.3273003,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"대쌍령길 13-1",1,경기도 광주시 초월읍 대쌍령길 13-1,경기도 광주시 초월읍 대쌍령리 341-11,37.39136127,127.2856588,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"태전동 261-60",1,경기도 광주시 고불로 73-75,경기도 광주시 태전동 261-60,37.39136658,127.2297022,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"고불로 73-75",1,경기도 광주시 고불로 73-75,경기도 광주시 태전동 261-60,37.39144309,127.2296878,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"고불로 73-75",1,경기도 광주시 고불로 73-75,경기도 광주시 태전동 261-60,37.39144309,127.2296878,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"용수길121-32",1,경기도 광주시 초월읍 용수길 121-32,경기도 광주시 초월읍 용수리 25,37.39128133,127.3040226,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"오포읍 양벌리 77-15",1,,경기도 광주시 오포읍 양벌리 77-15,37.39125534,127.2535627,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"오포읍 양벌리 77-15",1,,경기도 광주시 오포읍 양벌리 77-15,37.39125534,127.2535627,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"경충대로1284번길41-13",1,경기도 광주시 초월읍 경충대로1284번길 41-13,경기도 광주시 초월읍 대쌍령리 155-20,37.39133409,127.2901312,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"태봉로 13번길 13-6",1,경기도 광주시 태봉로13번길 13-6,경기도 광주시 장지동 690-5,37.39145218,127.2324771,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"오포읍 양벌리 1015-1",1,,경기도 광주시 오포읍 양벌리 1015-1,37.39136668,127.2520386,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"경충대로1317",1,경기도 광주시 초월읍 경충대로 1317,경기도 광주시 초월읍 대쌍령리 345-11,37.39133166,127.2837392,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"경충대로1317",1,경기도 광주시 초월읍 경충대로 1317,경기도 광주시 초월읍 대쌍령리 345-11,37.39133166,127.2837392,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"장지7길 43",1,경기도 광주시 장지7길 43,경기도 광주시 장지동 692-66,37.39150447,127.2363841,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"장지7길 43",1,경기도 광주시 장지7길 43,경기도 광주시 장지동 692-66,37.39150447,127.2363841,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"장지7길 43",1,경기도 광주시 장지7길 43,경기도 광주시 장지동 692-66,37.39150447,127.2363841,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"장지7길 43",1,경기도 광주시 장지7길 43,경기도 광주시 장지동 692-66,37.39150447,127.2363841,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"장지7길 43",1,경기도 광주시 장지7길 43,경기도 광주시 장지동 692-66,37.39150447,127.2363841,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"건업길34",1,경기도 광주시 곤지암읍 건업길 34,경기도 광주시 곤지암읍 건업리 263-2,37.39104221,127.407563,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"용수길121-14",1,경기도 광주시 초월읍 용수길 121-14,경기도 광주시 초월읍 용수리 24,37.39130506,127.3049936,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"직동 289-13",1,,경기도 광주시 직동 289-13,37.39908877,127.1821455,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"직동 289-13",1,,경기도 광주시 직동 289-13,37.39908877,127.1821455,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"장지동 2",1,경기도 광주시 장지1길 67,경기도 광주시 장지동 2,37.3991155,127.2432553,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"두월길105-13",1,경기도 광주시 초월읍 두월길 105-13,경기도 광주시 초월읍 신월리 174,37.39914385,127.3172777,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"태전동 438",1,경기도 광주시 고불로 292,경기도 광주시 태전동 438,37.39925489,127.2074775,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"건업길162-2",1,경기도 광주시 곤지암읍 건업길 162-2,경기도 광주시 곤지암읍 건업리 108-2,37.39896686,127.3976405,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
"장지1길 67",1,경기도 광주시 장지1길67,경기도 광주시 장지동 2 모아맨션,37.39918101,127.2432977,2015,한전주,031-760-2173,경기도 광주시청,2019-08-23
